country_name,hdi_category,indicator_name,values
Belgium,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,108
Luxembourg,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,97
New Zealand,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,127
Italy,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,99
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,85
Germany,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,99
Israel,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,92
Greece,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,101
Singapore,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,..
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,93
Slovenia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,99
Cyprus,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,97
Portugal,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,104
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,98
Barbados,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,113
Czech Republic,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,97
Kuwait,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,98
Malta,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,101
Qatar,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,99
Hungary,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,96
Poland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,99
Argentina,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,89
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,66
Chile,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,91
Bahrain,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,102
Slovakia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,95
Lithuania,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,96
Estonia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,101
Latvia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,98
Uruguay,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,113
Croatia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,89
Costa Rica,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,82
Bahamas,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,91
Seychelles,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,105
Cuba,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,94
Mexico,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,83
Bulgaria,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,101
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,93
Tonga,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,102
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,107
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,..
Oman,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,85
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,82
Romania,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,86
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,86
Panama,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,73
Malaysia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,81
Belarus,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,96
Mauritius,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,88
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,..
Russian Federation,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,91
Albania,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,77
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,83
Brazil,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,111
Dominica,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,106
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,85
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,97
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,79
Colombia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,82
Ukraine,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,85
Samoa,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,85
Thailand,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,72
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,78
Belize,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,85
China,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,74
Grenada,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,102
Armenia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,89
Turkey,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,68
Suriname,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,100
Jordan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,88
Peru,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,92
Lebanon,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,93
Ecuador,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,61
Philippines,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,90
Tunisia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,88
Fiji,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,91
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,83
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,78
Paraguay,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,64
Georgia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,83
Guyana,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,103
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,81
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,83
Maldives,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,78
Jamaica,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,89
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,70
El Salvador,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,64
Algeria,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,86
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,75
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,102
Indonesia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,63
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,65
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,..
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,71
Moldova,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,83
Egypt,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,82
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,93
Mongolia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,98
Honduras,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,73
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,87
Bolivia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,87
Guatemala,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,49
Gabon,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,42
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,38
South Africa,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,97
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,74
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,46
Botswana,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,75
Namibia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,60
Morocco,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,46
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,22
India,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,50
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,27
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,40
Cambodia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,24
Myanmar,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,40
Bhutan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,30
Ghana,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,40
Pakistan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,23
Mauritania,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,19
Lesotho,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,43
Congo,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,35
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,48
Swaziland,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,44
Nepal,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,42
Madagascar,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,..
Cameroon,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,39
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,23
Haiti,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,33
Kenya,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,48
Djibouti,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,19
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,52
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,35
Togo,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,27
Yemen,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,31
Uganda,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,17
Gambia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_femrat,42
Senegal,LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,18
Eritrea,LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,23
Nigeria,LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,31
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,..
Guinea,LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,21
Rwanda,LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,13
Angola,LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,15
Benin,LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,23
Malawi,LOW HUMAN DEVELOPMENT,Gross_sec_enr_femrat,25
Zambia,,Gross_sec_enr_femrat,25
Côte d'Ivoire,,Gross_sec_enr_femrat,18
Burundi,,Gross_sec_enr_femrat,11
Congo (Democratic Republic of the),,Gross_sec_enr_femrat,16
Ethiopia,,Gross_sec_enr_femrat,24
Chad,,Gross_sec_enr_femrat,8
Central African Republic,,Gross_sec_enr_femrat,..
Mozambique,,Gross_sec_enr_femrat,11
Mali,,Gross_sec_enr_femrat,18
Niger,,Gross_sec_enr_femrat,7
Guinea-Bissau,,Gross_sec_enr_femrat,13
Burkina Faso,,Gross_sec_enr_femrat,12
Sierra Leone,,Gross_sec_enr_femrat,22
Iceland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Norway,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Australia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.95
Canada,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.98
Ireland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.09
Sweden,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Switzerland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.93
Japan,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Netherlands,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.98
France,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Finland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.05
United States,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.02
Spain,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.05
Denmark,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Austria,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.95
United Kingdom,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Belgium,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.97
Luxembourg,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.06
New Zealand,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
Italy,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.96
Germany,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.98
Israel,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Greece,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.98
Singapore,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,..
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Slovenia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Cyprus,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.02
Portugal,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.10
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.04
Barbados,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Czech Republic,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.02
Kuwait,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.06
Malta,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Qatar,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.98
Hungary,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Poland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Argentina,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.05
Chile,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Bahrain,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.06
Slovakia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Lithuania,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Estonia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Latvia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Uruguay,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.16
Croatia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.02
Costa Rica,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.06
Bahamas,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Seychelles,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Cuba,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Mexico,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
Bulgaria,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.95
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.98
Tonga,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.08
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.19
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,..
Oman,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.96
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.04
Romania,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.96
Panama,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
Malaysia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.14
Belarus,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Mauritius,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,..
Russian Federation,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Albania,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.96
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.98
Brazil,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.10
Dominica,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.97
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.21
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.97
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.13
Colombia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.11
Ukraine,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.92
Samoa,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.12
Thailand,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.05
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.21
Belize,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.02
China,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Grenada,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Armenia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Turkey,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.82
Suriname,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.33
Jordan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.02
Peru,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Lebanon,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.10
Ecuador,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Philippines,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.12
Tunisia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.09
Fiji,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.24
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.94
Paraguay,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.02
Georgia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Guyana,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.02
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.96
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Maldives,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.14
Jamaica,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
El Salvador,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Algeria,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.97
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
Indonesia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.94
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,..
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.15
Moldova,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Egypt,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.92
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.97
Mongolia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.13
Honduras,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.24
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.01
Bolivia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.97
Guatemala,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.91
Gabon,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.86
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.86
South Africa,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.07
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.83
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.08
Botswana,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.05
Namibia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.15
Morocco,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.85
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.57
India,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.80
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.83
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.76
Cambodia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.69
Myanmar,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.99
Bhutan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.76
Ghana,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.85
Pakistan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.74
Mauritania,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.85
Lesotho,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.26
Congo,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.84
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.03
Swaziland,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.96
Nepal,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.86
Madagascar,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,..
